Index,Category_x,Name,Year,Month_only,Month-Year,Sustainedwind speeds,Deaths, Actual Dollars ,Category_y,DateImpact,Landfall,Updated
886,1,Brenda,1973,August,"August,1973",90,10,,,,,1
887,1,Fran,1973,October,"October,1973",80,0,,,,,1
888,2,Paula,1973,July,"July,1973",105,1,,,,,2
889,2,Ernesto,1974,September,"September,1974",100,12,"$252,200,000.00 ",,,,2
891,1,Gertrude,1974,September,"September,1974",75,0,,,,,1
892,1,Blanche,1975,July,"July,1975",85,0,"$6,200,000.00 ",,,,1
893,2,Gordon,1975,July,"July,1975",110,0,,,,,2
894,2,Arthur,1976,October,"October,1976",100,1,"$28,600,000.00 ",,,,2
895,1,Candice,1976,August,"August,1976",90,0,,,,,1
896,1,Holly,1976,October,"October,1976",75,0,,,,,1
897,2,Kirk,1976,August,"August,1976",105,0,,,,,2
899,2,Katia,1977,September,"September,1977",105,3,"$3,260,000.00 ",,,,2
900,5,Anita,1977,September,"September,1977",175,11,,,,,5
901,2,Chris,1977,September,"September,1977",105,1,,,,,2
902,1,Clara,1977,September,"September,1977",75,0,,,,,1
903,1,Dorothy,1977,September,"September,1977",85,0,,,,,1
904,1,Evelyn,1977,October,"October,1977",80,0,,,,,1
905,2,Gert,1977,September,"September,1977",110,2,,,,,2
906,2,Helene,1977,October,"October,1977",110,3,,,,,2
907,1,Kendra,1978,October,"October,1978",80,1,"$6,000,000.00 ",,,,1
908,1,Cora,1978,August,"August,1978",90,1,,,,,1
909,4,Greta,1978,September,"September,1978",,,,,,,4
910,2,Jerry,1978,October,"October,1978",105,0,,,,,2
911,2,Oscar,1978,August,"August,1978",110,0,,,,,2
912,2,Sally,1979,September,"September,1979",110,5,"$7,928,700,000.00 ",,,,2
913,2,Paulette,1979,July,"July,1979",105,1,"$50,000,000.00 ",,,,2
920,1,Henri,1979,September,"September,1979",85,0,,,,,1
922,1,Charley,1980,August,"August,1980",80,7,,,,,1
923,1,Earl,1980,September,"September,1980",75,0,,,,,1
924,1,Georges,1980,September,"September,1980",80,0,,,,,1
925,1,Karl,1980,November,"November,1980",85,0,,,,,1
926,1,Dennis,1981,August,"August,1981",80,0,"$15,000,000.00 ",,,,1
927,1,Emily,1981,August,"August,1981",90,0,,,,,1
928,1,Katrina,1981,November,"November,1981",85,2,,,,,1
929,1,Alberto,1982,June,"June,1982",85,23,"$85,000,000.00 ",,,,1
930,1,Barry,1983,August,"August,1983",80,0,,,,,1
931,1,Chantal,1983,September,"September,1983",75,0,,,,,1
932,1,Klaus,1984,November,"November,1984",90,2,"$152,000,000.00 ",,,,1
934,1,Hortense,1984,September,"September,1984",75,0,,,,,1
935,1,Lili,1984,December,"December,1984",80,0,,,,,1
944,1,Claudette,1985,August,"August,1985",85,0,,,,,1
947,1,Frances,1986,November,"November,1986",85,0,,,,,1
949,1,Arlene,1987,August,"August,1987",75,0,"$8,000.00 ",,,,1
951,1,Debby,1988,August,"August,1988",75,20,,,,,1
952,5,Gilbert,1988,September,"September,1988",185,318,,,,,5
953,4,Joan,1988,October,"October,1988",,,,,,,4
958,1,Felix,1989,August,"August,1989",85,0,,,,,1
959,1,Bertha,1990,July,"July,1990",80,9,"$3,910,000.00 ",,,,1
960,1,Klaus,1990,October,"October,1990",80,11,"$1,000,000.00 ",,,,1
961,1,Josephine,1990,September,"September,1990",85,0,,,,,1
962,1,Lili,1990,October,"October,1990",75,0,,,,,1
963,1,Nana,1990,October,"October,1990",85,0,,,,,1
964,1,1991 Perfect Storm,1991,October,"October,1991",75,13,"$200,000,000.00 ",,,,1
967,1,Frances,1992,October,"October,1992",85,0,,,,,1
968,1,Floyd,1993,September,"September,1993",75,0,,,,,1
969,1,Harvey,1993,September,"September,1993",75,0,,,,,1
970,1,Gordon,1994,November,"November,1994",85,1152,"$594,000,000.00 ",,,,1
971,1,Chris,1994,August,"August,1994",80,0,,,,,1
974,1,Allison,1995,June,"June,1995",75,1,"$1,700,000.00 ",,,,1
975,4,Luis,1995,September,"September,1995",,,,,,,4
976,1,Noel,1995,September,"September,1995",75,0,,,,,1
977,1,Tanya,1995,October,"October,1995",85,1,,,,,1
978,1,Marco,1996,November,"November,1996",75,13,"$3,885,000,000.00 ",,,,1
979,1,Cesar,1996,July,"July,1996",85,113,"$203,000,000.00 ",,,,1
980,1,Dolly,1996,August,"August,1996",80,14,,,,,1
981,4,Hortense,1996,September,"September,1996",,,,,,,4
984,1,Bill,1997,July,"July,1997",75,0,,,,,1
987,1,Ivan,1998,September,"September,1998",90,0,,,,,1
988,1,Lisa,1998,October,"October,1998",75,0,,,,,1
989,5,Mitch,1998,October,"October,1998",180,19325,,,,,5
990,1,Nicole,1998,November,"November,1998",85,0,,,,,1
993,4,Lenny,1999,November,"November,1999",,,,,,,4
994,1,Gordon,2000,September,"September,2000",80,26,"$10,800,000.00 ",,,,1
995,1,Debby,2000,August,"August,2000",85,1,"$7,350,000.00 ",,,,1
996,1,Florence,2000,September,"September,2000",80,3,,,,,1
997,1,Joyce,2000,September,"September,2000",90,0,,,,,1
998,4,Keith,2000,October,"October,2000",,,,,,,4
999,1,Gabrielle,2001,September,"September,2001",80,3,"$230,000,000.00 ",,,,1
1000,1,Karen,2001,October,"October,2001",80,0,"$1,400,000.00 ",,,,1
1001,4,Iris,2001,October,"October,2001",,,,,,,4
1002,4,Michelle,2001,November,"November,2001",,,,,,,4
1003,1,Noel,2001,November,"November,2001",75,0,,,,,1
1004,1,Olga,2001,November,"November,2001",90,0,,,,,1
1006,1,Kyle,2002,September,"September,2002",85,1,"$5,000,000.00 ",,,,1
1010,1,Erika,2003,August,"August,2003",75,2,"$100,000.00 ",,,,1
1011,1,Danny,2003,July,"July,2003",75,0,,,,,1
1019,1,Lisa,2004,September,"September,2004",75,0,,,,,1
1028,1,Stan,2005,October,"October,2005",80,1668,"$3,960,000,000.00 ",,,,1
1033,5,Emily,2005,July,"July,2005",160,17,,,,,5
1034,1,Epsilon,2005,November,"November,2005",85,0,,,,,1
1035,1,Nate,2005,September,"September,2005",90,2,,,,,1
1036,1,Philippe,2005,September,"September,2005",80,0,,,,,1
1037,1,Vince,2005,October,"October,2005",75,0,,,,,1
1038,1,Ernesto,2006,August,"August,2006",75,11,"$500,000,000.00 ",,,,1
1039,1,Florence,2006,September,"September,2006",90,0,"$20,000.00 ",,,,1
1040,1,Isaac,2006,September,"September,2006",85,0,,,,,1
1041,1,Noel,2007,October,"October,2007",80,222,"$580,000,000.00 ",,,,1
1042,1,Lorenzo,2007,September,"September,2007",80,6,"$92,000,000.00 ",,,,1
1045,5,Dean,2007,August,"August,2007",175,45,,,,,5
1046,5,Felix,2007,September,"September,2007",175,133,,,,,5
1047,1,Karen,2007,September,"September,2007",75,0,,,,,1
1050,1,Hanna,2008,August,"August,2008",85,537,"$160,000,000.00 ",,,,1
1051,1,Kyle,2008,September,"September,2008",85,8,"$57,000,000.00 ",,,,1
1052,4,Paloma,2008,November,"November,2008",,,,,,,4
1053,4,Bill,2009,August,"August,2009",,,,,,,4
1054,4,Earl,2010,August,"August,2010",,,,,,,4
1055,4,Igor,2010,September,"September,2010",,,,,,,4
1056,1,Lisa,2010,September,"September,2010",85,0,,,,,1
1057,1,Otto,2010,October,"October,2010",85,0,,,,,1
1058,1,Shary,2010,October,"October,2010",75,0,,,,,1
1059,1,Maria,2011,September,"September,2011",80,0,,,,,1
1060,1,Nate,2011,September,"September,2011",75,5,,,,,1
1061,1,Philippe,2011,September,"September,2011",90,0,,,,,1
1063,1,Chris,2012,June,"June,2012",85,0,,,,,1
1064,1,Leslie,2012,August,"August,2012",80,0,,,,,1
1065,1,Nadine,2012,September,"September,2012",90,0,,,,,1
1066,1,Humberto,2013,September,"September,2013",90,0,,,,,1
1067,1,Ingrid,2013,September,"September,2013",85,32,,,,,1
1068,1,Bertha,2014,August,"August,2014",80,0,,,,,1
1069,1,Cristobal,2014,August,"August,2014",85,7,,,,,1
1070,1,Fay,2014,October,"October,2014",80,0,,,,,1
1071,4,Gonzalo,2014,October,"October,2014",,,,,,,4
1072,1,Fred,2015,August,"August,2015",85,9,,,,,1
1073,4,Joaquin,2015,October,"October,2015",,,,,,,4
1074,1,Kate,2015,November,"November,2015",85,0,,,,,1
1079,1,Alex,2016,January,"January,2016",85,1,,,,,1
1080,1,Earl,2016,August,"August,2016",85,94,,,,,1
1083,5,Maria,2017,September,"September,2017",175,2981,"$103,500,000,000.00 ",,,,5
1085,1,Franklin,2017,August,"August,2017",85,0,,,,,1
1092,1,Beryl,2018,July,"July,2018",80,0,,,,,1
1093,1,Isaac,2018,September,"September,2018",75,0,,,,,1
1094,1,Leslie,2018,September,"September,2018",90,17,,,,,1
1097,5,Lorenzo,2019,September,"September,2019",160,19,,,,,5
1098,1,Pablo,2019,October,"October,2019",80,0,,,,,1
1105,4,Eta,2020,November,"November,2020",,,,,,,4
1106,1,Gamma,2020,October,"October,2020",75,6,,,,,1
1107,4,Iota,2020,November,"November,2020",,,,,,,4
1108,1,Marco,2020,August,"August,2020",75,1,,,,,1
1109,1,Nana,2020,September,"September,2020",75,0,,,,,1
1112,1,Elsa,2021,June,"June,2021",85,13,,,,,1
1113,1,Henri,2021,August,"August,2021",75,2,,,,,1
1114,4,Sam,2021,September,"September,2021",,,,,,,4
1115,2,Kara,1954,December,"December,1954 – January 6, 1955",105,0,,,,,2
