,Category_x,Name,Year,Month_only,Month-Year,Sustainedwind speeds,Deaths, Actual Dollars ,Category_y,DateImpact,Landfall
1112,1.0,Elsa,2021,June,"June,2021",85.0,13.0,,,,
1113,1.0,Henri,2021,August,"August,2021",75.0,2.0,,,,
1114,4.0,Sam,2021,September,"September,2021",,,,,,
1115,2.0,Kara,"1954 – January 6, 1955",December,"December,1954 – January 6, 1955",105.0,0.0,,,,
1116,,Unnamed,1893,,,,,,2,October 3,Alabama
1117,,Unnamed,1893,,,,,,1,August 24,Conneticut
1118,,Unnamed,1893,,,,,,1,August 27,Florida
1119,,Unnamed,1893,,,,,,3,August 28,Georgia
1120,,Unnamed,1893,,,,,,2,September 7,Louisiana
1121,,Unnamed,1893,,,,,,4,October 2,Louisiana
1122,,Unnamed,1893,,,,,,2,October 2,Mississippi
1123,,Unnamed,1893,,,,,,1,August 24,New York
1124,,Unnamed,1893,,,,,,1,August 28,North Carolina
1125,,Unnamed,1893,,,,,,1,October 13,North Carolina
1126,,Unnamed,1893,,,,,,3,August 28,South Carolina
1127,,Unnamed,1893,,,,,,3,October 13,South Carolina
1128,,Unnamed,1893,,,,,,1,October 13,Virginia
1129,,Unnamed,1901,,,,,,1,August 15,Alabama
1130,,Unnamed,1901,,,,,,1,August 14,Louisiana
1131,,Unnamed,1901,,,,,,1,August 15,Mississippi
1132,,Unnamed,1901,,,,,,1,July 11,North Carolina
1133,,Unnamed,1906,,,,,,2,September 27,Alabama
1134,,Unnamed,1906,,,,,,1,June 16,Florida
1135,,Unnamed,1906,,,,,,2,September 27,Florida
1136,,Unnamed,1906,,,,,,3,October 18,Florida
1137,,Unnamed,1906,,,,,,1,September 27,Louisiana
1138,,Unnamed,1906,,,,,,2,September 27,Mississippi
1139,,Unnamed,1906,,,,,,1,September 17,North Carolina
1140,,Unnamed,1906,,,,,,1,September 17,South Carolina
1141,,Unnamed,1912,,,,,,1,September 14,Alabama
1142,,Unnamed,1912,,,,,,1,September 14,Florida
1143,,Unnamed,1912,,,,,,2,October 16,Texas
1144,,Unnamed,1916,,,,,,2,July 5,Alabama
1145,,Unnamed,1916,,,,,,2,October 18,Alabama
1146,,Unnamed,1916,,,,,,2,July 5,Florida
1147,,Unnamed,1916,,,,,,2,October 18,Florida
1148,,Unnamed,1916,,,,,,3,July 6,Mississippi
1149,,Unnamed,1916,,,,,,2,July 14,South Carolina
1150,,Unnamed,1916,,,,,,4,August 18,Texas
1151,,Unnamed,1917,,,,,,1,September 29,Alabama
1152,,Unnamed,1917,,,,,,3,September 29,Florida
1153,,Unnamed,1917,,,,,,2,September 29,Louisiana
1154,,Baker,1950,,,,,,1,August 31,Alabama
1155,,Eloise,1975,,,,,,1,September 23,Alabama
1156,,Eloise,1975,,,,,,3,September 23,Florida
1157,,Elena,1985,,,,,,3,September 2,Alabama
1158,,Elena,1985,,,,,,3,September 1,Florida
1159,,Elena,1985,,,,,,3,September 2,Mississippi
1160,,Sally,2020,,,,,,2,September 16,Alabama
1161,,Sally,2020,,,,,,2,September 16,Florida
1162,,Zeta,2020,,,,,,1,October 29,Alabama
1163,,Zeta,2020,,,,,,3,October 28,Louisiana
1164,,Zeta,2020,,,,,,2,October 29,Mississippi
1165,,Unnamed,1938,,,,,,3,September 21,Conneticut
1166,,Unnamed,1938,,,,,,1,August 15,Louisiana
1167,,Unnamed,1938,,,,,,2,September 21,Massachusetts
1168,,Unnamed,1938,,,,,,3,September 21,New York
1169,,Unnamed,1938,,,,,,3,September 21,Rhode Island
1170,,Unnamed,1944,,,,,,1,September 15,Conneticut
1171,,Unnamed,1944,,,,,,4,October 19,Florida
1172,,Unnamed,1944,,,,,,1,September 15,Massachusetts
1173,,Unnamed,1944,,,,,,1,September 14,New Jersey
1174,,Unnamed,1944,,,,,,2,September 15,New York
1175,,Unnamed,1944,,,,,,1,August 1,North Carolina
1176,,Unnamed,1944,,,,,,2,September 14,North Carolina
1177,,Unnamed,1944,,,,,,2,September 15,Rhode Island
1178,,Unnamed,1944,,,,,,2,September 14,Virginia
1179,,Carol,1954,,,,,,3,August 31,Conneticut
1180,,Carol,1954,,,,,,2,August 31,Massachusetts
1181,,Carol,1954,,,,,,3,August 31,New York
1182,,Carol,1954,,,,,,1,August 31,North Carolina
1183,,Carol,1954,,,,,,3,August 31,Rhode Island
1184,,Bob,1991,,,,,,2,August 19,Conneticut
1185,,Bob,1991,,,,,,2,August 19,Massachusetts
1186,,Bob,1991,,,,,,2,August 19,New York
1187,,Bob,1991,,,,,,2,August 19,Rhode Island
1188,,Unnamed,1903,,,,,,1,September 16,Deleware
1189,,Unnamed,1903,,,,,,1,August 11,Florida
1190,,Unnamed,1903,,,,,,1,September 16,New Jersey
1191,,Unnamed,1851,,,,,,3,August 23,Florida
1192,,Unnamed,1851,,,,,,1,August 24,Georgia
1193,,Unnamed,1851,,,,,,1,June 25,Texas
1194,,Unnamed,1865,,,,,,2,October 23,Florida
1195,,Unnamed,1865,,,,,,2,September 13,Louisiana
1196,,Unnamed,1865,,,,,,1,September 13,Texas
1197,,Unnamed,1891,,,,,,1,August 24,Florida
1198,,Unnamed,1891,,,,,,1,July 5,Texas
1199,,Unnamed,1896,,,,,,2,July 7,Florida
1200,,Unnamed,1896,,,,,,3,September 29,Florida
1201,,Unnamed,1896,,,,,,2,September 29,Georgia
1202,,Unnamed,1896,,,,,,1,September 10,Massachusetts
1203,,Unnamed,1896,,,,,,1,September 29,North Carolina
1204,,Unnamed,1896,,,,,,1,September 10,Rhode Island
1205,,Unnamed,1896,,,,,,1,September 29,South Carolina
1206,,Unnamed,1896,,,,,,1,September 30,Virginia
1207,,Unnamed,1898,,,,,,1,August 3,Florida
1208,,Unnamed,1898,,,,,,2,October 2,Florida
1209,,Unnamed,1898,,,,,,1,August 31,Georgia
1210,,Unnamed,1898,,,,,,4,October 2,Georgia
1211,,Unnamed,1898,,,,,,1,August 31,South Carolina
1212,,Unnamed,1899,,,,,,2,August 1,Florida
1213,,Unnamed,1899,,,,,,3,August 18,North Carolina
1214,,Unnamed,1899,,,,,,2,October 31,North Carolina
1215,,Unnamed,1899,,,,,,2,October 31,South Carolina
1216,,Unnamed,1900,,,,,,4,August 27,Florida
1217,,Unnamed,1900,,,,,,4,September 9,Texas
1218,,Unnamed,1904,,,,,,1,October 17,Florida
1219,,Unnamed,1904,,,,,,1,September 14,South Carolina
1220,,Unnamed,1909,,,,,,3,October 11,Florida
1221,,Unnamed,1909,,,,,,3,September 20,Louisiana
1222,,Unnamed,1909,,,,,,2,September 21,Mississippi
1223,,Unnamed,1909,,,,,,2,June 29,Texas
1224,,Unnamed,1909,,,,,,3,July 21,Texas
1225,,Unnamed,1909,,,,,,1,August 27,Texas
1226,,Unnamed,1911,,,,,,1,August 11,Florida
1227,,Unnamed,1911,,,,,,1,August 28,Georgia
1228,,Unnamed,1911,,,,,,2,August 28,South Carolina
1229,,Unnamed,1915,,,,,,1,August 1,Florida
1230,,Unnamed,1915,,,,,,1,September 4,Florida
1231,,Unnamed,1915,,,,,,1,August 17,Louisiana
1232,,Unnamed,1915,,,,,,3,September 29,Louisiana
1233,,Unnamed,1915,,,,,,2,September 29,Mississippi
1234,,Unnamed,1915,,,,,,4,August 17,Texas
1235,,Unnamed,1919,,,,,,4,September 10,Florida
1236,,Unnamed,1919,,,,,,3,September 14,Texas
1237,,Unnamed,1921,,,,,,3,October 25,Florida
1238,,Unnamed,1921,,,,,,1,June 22,Texas
1239,,Unnamed,1924,,,,,,1,September 15,Florida
1240,,Unnamed,1924,,,,,,1,October 21,Florida
1241,,Unnamed,1924,,,,,,1,August 26,Massachusetts
1242,,Unnamed,1924,,,,,,1,August 26,North Carolina
1243,,Unnamed,1928,,,,,,2,August 8,Florida
1244,,Unnamed,1928,,,,,,4,September 17,Florida
1245,,Unnamed,1928,,,,,,1,September 18,Georgia
1246,,Unnamed,1928,,,,,,1,September 18,South Carolina
1247,,Unnamed,1933,,,,,,1,July 30,Florida
1248,,Unnamed,1933,,,,,,3,September 4,Florida
1249,,Unnamed,1933,,,,,,1,August 23,Maryland
1250,,Unnamed,1933,,,,,,1,August 23,North Carolina
1251,,Unnamed,1933,,,,,,2,September 16,North Carolina
1252,,Unnamed,1933,,,,,,2,August 7,Texas
1253,,Unnamed,1933,,,,,,3,September 5,Texas
1254,,Unnamed,1933,,,,,,1,September 16,Virginia
1255,,Unnamed,1935,,,,,,5,September 3,Florida
1256,,Unnamed,1935,,,,,,2,November 4,Florida
1257,,Unnamed,1936,,,,,,2,July 31,Florida
1258,,Unnamed,1936,,,,,,1,September 18,North Carolina
1259,,Unnamed,1936,,,,,,1,June 27,Texas
1260,,Unnamed,1936,,,,,,1,September 18,Virginia
1261,,Unnamed,1939,,,,,,1,August 11,Florida
1262,,Unnamed,1941,,,,,,2,October 6,Florida
1263,,Unnamed,1941,,,,,,3,September 23,Texas
1264,,Unnamed,1946,,,,,,1,October 8,Florida
1265,,Unnamed,1947,,,,,,4,September 17,Florida
1266,,Unnamed,1947,,,,,,1,October 11,Florida
1267,,Unnamed,1947,,,,,,2,October 15,Georgia
1268,,Unnamed,1947,,,,,,2,September 19,Louisiana
1269,,Unnamed,1947,,,,,,2,September 19,Mississippi
1270,,Unnamed,1947,,,,,,2,October 15,South Carolina
1271,,Unnamed,1947,,,,,,1,August 24,Texas
1272,,Easy,1950,,,,,,3,September 5,Florida
1273,,King,1950,,,,,,4,October 18,Florida
1274,,Florence,1953,,,,,,1,September 26,Florida
1275,,Isbell,1964,,,,,,2,October 14,Florida
1276,,Alma,1966,,,,,,3,June 9,Florida
1277,,Kate,1985,,,,,,2,November 21,Florida
1278,,Kate,1985,,,,,,1,November 22,Georgia
1279,,Erin,1995,,,,,,2,August 3,Florida
1280,,Earl,1998,,,,,,1,September 3,Florida
1281,,Irene,1999,,,,,,1,October 15,Florida
1282,,Irene,1999,,,,,,2,October 18,North Carolina
1283,,Jeanne,2004,,,,,,3,September 26,Florida
1284,,Unnamed,1853,,,,,,1,October 21,Georgia
1285,,"""Labor Day""",1935,,,,,,1,September 5,Georgia
1286,,Unnamed,1940,,,,,,1,August 11,Georgia
1287,,Unnamed,1940,,,,,,2,August 7,Louisiana
1288,,Unnamed,1940,,,,,,2,August 11,South Carolina
1289,,Unnamed,1940,,,,,,2,August 8,Texas
1290,,Unnamed,1855,,,,,,3,September 16,Louisiana
1291,,Unnamed,1855,,,,,,3,August 16,Mississippi
1292,,Unnamed,1889,,,,,,1,September 23,Louisiana
1293,,Unnamed,1897,,,,,,1,September 12,Louisiana
1294,,Unnamed,1897,,,,,,1,September 13,Texas
1295,,Unnamed,1918,,,,,,3,August 7,Louisiana
1296,,Unnamed,1918,,,,,,1,August 24,North Carolina
1297,,Unnamed,1918,,,,,,1,August 7,Texas
1298,,Unnamed,1920,,,,,,2,September 21,Louisiana
1299,,Unnamed,1923,,,,,,1,October 16,Louisiana
1300,,Unnamed,1923,,,,,,1,October 16,Mississippi
1301,,Unnamed,1934,,,,,,2,June 16,Louisiana
1302,,Unnamed,1934,,,,,,1,September 8,New Jersey
1303,,Unnamed,1934,,,,,,1,September 8,New York
1304,,Unnamed,1934,,,,,,1,September 9,North Carolina
1305,,Unnamed,1934,,,,,,2,July 25,Texas
1306,,Audrey,1957,,,,,,3,June 27,Louisiana
1307,,Audrey,1957,,,,,,2,June 27,Texas
1308,,Ethel,1964,,,,,,1,September 15,Louisiana
1309,,Edna,1954,,,,,,2,September 11,Massachusetts
1310,,Edna,1954,,,,,,1,September 11,New York
1311,,Edna,1954,,,,,,1,September 11,North Carolina
1312,,Edna,1954,,,,,,1,September 11,Rhode Island
1313,,Ethel,1960,,,,,,1,September 15,Mississippi
1314,,Belle,1976,,,,,,1,August 10,New York
1315,,Sandy,2012,,,,,,1,October 29,New York
1316,,Unnamed,1857,,,,,,1,September 13,North Carolina
1317,,Unnamed,1908,,,,,,1,July 31,North Carolina
1318,,Unnamed,1913,,,,,,1,September 3,North Carolina
1319,,Unnamed,1913,,,,,,1,October 8,South Carolina
1320,,Unnamed,1913,,,,,,1,June 27,Texas
1321,,Ione,1955,,,,,,2,September 19,North Carolina
1322,,Ginger,1971,,,,,,1,September 30,North Carolina
1323,,Emily,1993,,,,,,3,August 31,North Carolina
1324,,Bertha,1996,,,,,,2,July 12,North Carolina
1325,,Fran,1996,,,,,,3,September 6,North Carolina
1326,,Bonnie,1998,,,,,,2,August 27,North Carolina
1327,,Alex,2004,,,,,,1,August 3,North Carolina
1328,,Irene,2011,,,,,,1,August 27,North Carolina
1329,,Arthur,2014,,,,,,2,July 4,North Carolina
1330,,Able,1952,,,,,,2,August 31,South Carolina
1331,,Unnamed,1895,,,,,,1,August 30,Texas
1332,,Unnamed,1942,,,,,,1,August 21,Texas
1333,,Unnamed,1942,,,,,,3,August 30,Texas
1334,,Unnamed,1943,,,,,,2,July 27,Texas
1335,,Alicia,1983,,,,,,3,August 18,Texas
1336,,Dolly,2008,,,,,,1,July 23,Texas
